Username,Tweet ID,Creation Date,Tweet
1future,1326320623560355841,2020-11-11 00:27:33+00:00,b'BABY PLUTO &amp; DOE BEEZY \xf0\x9f\xa6\x85 https://t.co/iaw61sCguH'
1future,1326292616061792256,2020-11-10 22:36:15+00:00,b'RT @KingJames: ABSOLUTELY!!! \xf0\x9f\x97\xa3\xf0\x9f\x97\xa3\xf0\x9f\x97\xa3OHHHH REAAAAALLLLLLYYY! Let\xe2\x80\x99s Go lil bro!!! \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe'
1future,1326210052236189699,2020-11-10 17:08:10+00:00,b'NEVER GO AGAINST THE FAMILY.\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbd'
1future,1325955576426352640,2020-11-10 00:16:59+00:00,b'KEEP YO FOOT ON THE GAS \xf0\x9f\xa6\x85 https://t.co/zUYsq7utcJ'
1future,1324863438426955777,2020-11-06 23:57:13+00:00,b'https://t.co/X4HhGzcRrq'
1future,1324581741206642688,2020-11-06 05:17:51+00:00,b'DOE BOY GOT NOW \xf0\x9f\xa6\x85 https://t.co/8xmLmkT69t'
1future,1323704385139019779,2020-11-03 19:11:33+00:00,b'FBG x 808 MAFIA https://t.co/trBrpBweap'
1future,1322801989261185025,2020-11-01 07:25:45+00:00,b'My YUNG NIGGA$ TWEAKIN\xe2\x80\x99 @DoeBoyOfficial \xf0\x9f\xa6\x85'
1future,1322396246557024256,2020-10-31 04:33:28+00:00,b'TWEAKIN https://t.co/9sGTURqzeW'
1future,1322256289918029825,2020-10-30 19:17:20+00:00,b'@BubbaWallace \xf0\x9f\x91\x80'
1future,1313899053986480135,2020-10-07 17:48:40+00:00,b'RT @RapCaviar: FRANCHISE REMIX \xf0\x9f\x94\xa5\xf0\x9f\x8c\xb5\n@trvisXX x @1future x @youngthug x @MIAuniverse. Listen here: https://t.co/ipT5t4vogU https://t.co/KhEYkP\xe2\x80\xa6'
1future,1312426964955942918,2020-10-03 16:19:06+00:00,b'@DoeBoyOfficial YESSIR'
1future,1312426111335378945,2020-10-03 16:15:43+00:00,b'DOE BOY GOING CRAZY https://t.co/5BzeRwcWse'
1future,1312052284428349447,2020-10-02 15:30:16+00:00,b'RT @DoeBoyOfficial: \xe2\x80\x9cYessirski\xe2\x80\x9d Out Now On YouTube!\n\n#DemonsRUs Album Soon \xf0\x9f\x98\x88\xe2\x9a\xb0\xef\xb8\x8f\xf0\x9f\x94\xa8 https://t.co/juDlAUMG0x'
1future,1311427491102429185,2020-09-30 22:07:33+00:00,b'Ima always be true...'
1future,1310703202044645376,2020-09-28 22:09:29+00:00,"b'HEY SIRI, PLAY RAP LIFE ON @AppleMusic \xf0\x9f\xa6\x85\xf0\x9f\xa6\x85\xf0\x9f\xa6\x85 https://t.co/8lNdVGqYi8'"
1future,1307441881404575746,2020-09-19 22:10:10+00:00,b'It\xe2\x80\x99s my son Jaiden birthday I love u to the extreme kid.. behind u 1000%'
1future,1306357674439737346,2020-09-16 22:21:55+00:00,b'HAPPY BIRTHDAY @MetroBoomin \xf0\x9f\xa6\x85'
1future,1304912771570708482,2020-09-12 22:40:23+00:00,b'RT @kanyewest: WHEN YOU DEDICATE YOUR LIFE TO DESIGNING THE FUTURE AND THEY END UP ON FUTURE \xe2\x9b\xb7 https://t.co/HlJ34ODVTg'
1future,1301696232344006656,2020-09-04 01:39:00+00:00,b'RT @DoeBoyOfficial: How you touching me? Yo bitch can\xe2\x80\x99t even get in touch wit me \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbd\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f https://t.co/rVO4O3abYu'
1future,1294035763969966080,2020-08-13 22:19:02+00:00,b'#RAPLIFE @AppleMusic https://t.co/VOF7tNlqo1'
1future,1292895607397416960,2020-08-10 18:48:28+00:00,b'SHOUTOUT TO THE DAY 1 FUTURE FANS   https://t.co/hJaSu9zubB'
1future,1289328457436950530,2020-07-31 22:33:53+00:00,b'PLUTO X BABY PLUTO https://t.co/mF0N1V6shS'
1future,1289319279867777024,2020-07-31 21:57:25+00:00,"b""RT @RapCaviar: Pluto and Baby Pluto aren't just nicknames, they're really out of this world! New music from @1future &amp; @liluzivert on RapCa\xe2\x80\xa6"""
1future,1289319200998199298,2020-07-31 21:57:06+00:00,b'RT @AppleMusic: \xe2\x9c\x8c\xef\xb8\x8f new ones from @1future x @LILUZIVERT.\n\nListen to #Patek: https://t.co/TQOvcdBgY5\nListen to #OverYourHead: https://t.co/l\xe2\x80\xa6'
1future,1289308274500579328,2020-07-31 21:13:41+00:00,b'PATEK: https://t.co/QKLoFV4XGT'
1future,1289308151876132869,2020-07-31 21:13:12+00:00,b'OVER YOUR HEAD: https://t.co/HkbnW1w72G'
1future,1288951227443748867,2020-07-30 21:34:54+00:00,b'Put God 1st and everything else will fall in place.'
